ID	sample_number	depth	depth_to	CaO (%)	MgO (%)	Al2O3 (%)	SiO2 (%)	delta13C [permil]	delta18O [permil]	Cl (%)	Dry density (kg/m3)	Fe2O3 (%)	FeO (%)	Grain density (kg/m3)	Insoluble Residue (%)	K2O (%)	LOI (%)	MnO (%)	Na2O (%)	P-wave velocity (m/sec in dry sample)	P-wave velocity (m/sec in wet sample)	P2O5 (%)	Porosity (%)	S (%)	SUM (%)	TiO2 (%)	Conochitina cucumis	Cyathochitina jagovalensis	Euconochitina primitiva	Desmochitina minor s.l.	Rhabdochitina gracilis	Lagenochitina esthonica	Cyathochitina calix	Euconochitina aff. symmetrica	Cyathochitina hunderumensis	Lagenochitina tumida s.l.	Desmochitina cocca	Desmochitina erinacea	Desmochitina ovulum	Calpichitina complanata	Cyathochitina cf. varennensis	Conochitina decipiens	Desmochitina piriformis	Cyathochitina campanulaeformis	Belonechitina sp. A	Angochitina sp. B	Desmochitina grandicolla	Desmochitina elongata	Belonechitina crinita	Desmochitina amphorea	Belonechitina micracantha	Belonechitina sp. 1 (prototuberculata)	Pistillachitina pistillifrons	Tanuchitina tallinnensis?	Baltochitina delicata	Belonechitina capitata	Desmochitina rugosa	Laufeldochitina striata	Cyathochitina sebyensis	Conochitina clavaherculi	Pterochitina retracta	Rhabdochitina magna	Belonechitina pellifera	Conochitina aff. dolosa	Cyathochitina kuckersiana	Baltochitina nolvaki	Belonechitina cactacea	Belonechitina synclinalis	Conochitina minnesotensis	Conochitina dolosa	Conochitina tuberculata	Pistillachitina elegans	Laufeldochitina stentor	Conochitina savalensis sp. nov.	Euconochitina conulus	Spinachitina suecica	Eisenackitina rhenana	Conochitina viruana sp. nov.	Desmochitina holosphaerica	Conochitina tigrina	Rhabdochitina sp. 2 (parallela)	Cyathochitina giraffa	Lagenochitina sp. A aff. capax	Armoricochitina granulifera	Lagenochitina dalbyensis	Pistillachitina sp. 1 (ex. gr. differens)	Belonechitina jaanussonii	Belonechitina hirsuta	Desmochitina nodosa	Spinachitina multiradiata	Spinachitina cervicornis	Belonechitina comma	Angochitina multiplex	Clavachitina sp. 1 (oanduensis)	Belonechitina robusta	Cyathochitina patagiata	Rhabdochitina sp. 1 (macilenta)	Spinachitina aff. coronata	Belonechitina micracantha barbata	Belonechitina villosa	Fungochitina spinifera	Cyathochitina angusta	Belonechitina wesenbergensis brevis	Armoricochitina reticulifera	Lagenochitina baltica	Cyathochitina sp. 3 (costellata)	Conochitina incerta	Cyathochitina aff. giraffa	Lagenochitina cylindrica	Angochitina capillata	Lagenochitina prussica	Belonechitina wesenbergensis elongata	Saharochitina fungiformis	Cyathochitina costata	Conochitina vormsiensis nom. nud.	Spinachitina coronata	Tanuchitina bergstroemi	Ancyrochitina ancyrea	Conochitina sp. 3 (lagenoformis)	Conochitina rugata	Tanuchitina anticostiensis	Ancyrochitina laevaensis	Plectochitina nodifera	Plectochitina spongiosa	Belonechitina aspera	Belonechitina postrobusta	Euconochitina electa	Conochitina iklaensis	Ancyrochitina bifurcaspina	Conochitina edjelensis	Ancyrochitina convexa	Conochitina elongata	Conochitina alargada	Rhabdochitina sp. 2 (Nestor et al., 2003)	Conochitina malleus	Belonechitina oeselensis	Ancyrochitina rumbaensis	Conochitina praeproboscifera	Conochitina emmastensis	Eisenackitina dolioliformis	Eisenackitina causiata 	Angochitina hansonica	Belonechitina cavei	Bursachitina conica	Conochitina leviscapulae	Rhabdochitina sp. (Loydell et al., 2005)	Ancyrochitina porrectaspina	Bursachitina nestorae	Conochitina leptosoma	Ancyrochitina mullinsi	Belonechitina meifodensis	Angochitina longicollis	Eisenackitina inanulifera	Conochitina proboscifera	Calpichitina densa	Plectochitina pachyderma	Ancyrochitina vikiensis	Ancyrochitina ansarviensis	Ramochitina ruhnuensis	Plectochitina magna	Margachitina banwyensis	Conochitina visbyensis	Ramochitina angusta	Conochitina acuminata	Anthochitina primula	Conochitina flamma	Margachitina margaritana	Ramochitina nestorae	Calpichitina opaca	Ancyrochitina digitata	Conochitina aff. tuba	Conochitina claviformis	Conochitina mamilla	Conochitina tuba	Clathrochitina clathrata	Conochitina aff. pachycephala	Eisenackitina spongiosa	Conochitina argillophila
59814	OM4-313	143.66	143.75	8.7	4.52	13.43	49.03					4.9				4.26	14	0.05	0.14			0.07				0.72	0																																																																																																																																																								
101899	101899	145.75		1.98	1.13	18.56	59.34			0.033		1.52333				12.465		0.00923	0.495			0.094		0.26	99.45	0.75467	0																																																																																																																																																								
102277	102277	145.9		22.84	2.65	9.84	31.25			0.021		2.57	0.37		47.42	5.11	21.98	0.058	0.13			0.12191		0.213	97.63891	0.369	0																																																																																																																																																								
78383	78383	147.5		1.05	3.2	22.3	54.8					2.77				7.21		0.013	0.5			0.076			98.9	1.125	0																																																																																																																																																								
78385	78385	148		1.615	3.445	22.145	54.855			0.035		3.19				7.335		0.01227	0.68			0.0425		0.09	100.6	0.93267	0																																																																																																																																																								
78384	78384	148.8		1.19	1.3	18.7	58.9					2.26				12.33		0.014	0.9			0.359			99.9	1.217	0																																																																																																																																																								
101904	101904	148.8																									0																																																																																																																																																								
59813	OM4-312	149.14	149.27	11.24	4.67	11.94	46.09					4.62				3.99	16.4	0.06	0.13			0.06				0.63	0																																																																																																																																																								
101900	101900	149.4																								0.332	0																																																																																																																																																								
102278	102278	151.15		14.02	4.735	13.36	43.95			0.024		4.15	0.3		54.5	4.49	18.09	0.065	0.18			0.03271		0.09	102.78871	0.601	0																																																																																																																																																								
101901	101901	151.8																								0.785	0																																																																																																																																																								
78386	78386	152.1		0.68	1.1	18.7	58.5					1.85				12.33		0.001	0.3			0.192			97.5	1.327	0																																																																																																																																																								
59812	OM4-311	153.71	153.84	8.83	4.48	12.93	48.21					5.68				4.23	14.5	0.05	0.14			0.05				0.7	0																																																																																																																																																								
102279	102279	154.1		18.575	4.19	11.77	38.41			0.025		4.51	0.2		48.58	4.19	19.17	0.073	0.16			0.09542		0.02	100.19642	0.558	0																																																																																																																																																								
102280	102280	155.1		15.685	3.88	12.59	40.7			0.03		3.815	0.71		55.68	4.23	18.14	0.071	0.18			0.04078		0.027	101.33378	0.592	0																																																																																																																																																								
78387	78387	156.8		0.64	2.2	21.3	56.8					2.51				10.32		0.004	0.8			0.054			99.5	0.775	0																																																																																																																																																								
102281	102281	157.1		5.41	3.67	15.78	52.29			0.024		5.34	0.55		72.62	5.71	9.26	0.042	0.21			0.02907		0.179	98.62007	0.779	0																																																																																																																																																								
59811	OM4-310	158.74	158.89	4.13	3.78	14.89	55.95					5.41				4.79	9.9	0.04	0.16			0.05				0.83	0																																																																																																																																																								
102282	102282	159.35		4.915	3.775	15.9	52.42			0.017		5.44	0.39		74.58	5.68	8.68	0.045	0.2			0.0356		0.154	97.9386	0.808	0																																																																																																																																																								
102283	102283	162.35		32.71	2.31	7.34	23.48			0.014	2376	2.8	0.18	2719	30.34	2.6	29.21	0.087	0.1	2896	3231	0.03018	12.61	0.079	101.24218	0.315	0																																																																																																																																																								
59810	OM4-309	163.95	164.08	11.97	3.68	12.57	46.06					4.95				4.14	15.5	0.06	0.15			0.06				0.69	0																																																																																																																																																								
102284	102284	164.1		5.77	3.635	15.4	50.73			0.018		5.44	0.68		71.82	5.78	9.22	0.043	0.21			0.16217		0.212	97.41917	0.794	0																																																																																																																																																								
102285	102285	166.8		9.375	3.455	14.99	49			0.019		5.82	0.38		65.2	5.48	12.23	0.056	0.21			0.06962		0.026	101.20562	0.72	0																																																																																																																																																								
102286	102286	167.4		5.045	3.595	15.66	51.86			0.024		5.81	0.32		73.14	6.06	8.68	0.042	0.22			0.0461		0.025	97.9761	0.828	0																																																																																																																																																								
102287	102287	168		3.97	3.38	16.38	53.73			0.018		5.48	0.64		75.82	6.31	7.36	0.039	0.22			0.02739		0.146	97.76939	0.863	0																																																																																																																																																								
102288	102288	169.15		1.285	3.375	17.16	54.92			0.017		5.69	0.32		80.58	7.25	5.36	0.034	0.23			0.02495		0.226	96.31295	0.854	0																																																																																																																																																								
59809	OM4-308	169.22	169.37	1.49	3.61	16.31	58.21					6.04				5.58	7.4	0.03	0.21			0.06				0.86	0																																																																																																																																																								
78388	78388	169.6		0.62	2.965	22.25	55.535			0.037		4.65667				7.87		0.01913	0.65			0.064		0.068	99.35	0.42367	0																																																																																																																																																								
102289	102289	171.35		2.025	3.025	16.91	55.11			0.017		4.52	0.39		82.1	7.02	5.79	0.038	0.23			0.03716		0.031	96.89616	0.901	0																																																																																																																																																								
78389	78389	171.95		1.535	3.32	21.065	52.13			0.044		9.14667				6.665		0.0141	0.395			0.0815		0.021	100.75	0.40233	0																																																																																																																																																								
102290	102290	172		5.34	3.275	16.26	50.74			0.016		4.93	0.1		75.44	7.41	8.87	0.06	0.22			0.03741		0.018	98.09841	0.651	0																																																																																																																																																								
102291	102291	172.4		3.495	3.75	15.98	53.28			0.015		5.42	0.41		76.1	6.65	7.41	0.045	0.23			0.0297		0.015	97.1077	0.863	0																																																																																																																																																								
102292	102292	172.95		4.5	3.785	15.61	52.44			0.018		5.35	0.63		75.08	6.65	8.25	0.054	0.24			0.03773		0.023	97.64573	0.804	0																																																																																																																																																								
78390	78390	173.1		0.42667	3.57	21.6	50.97667			0.03633		8.57667				7.42		0.00323	0.38667			0.036		0.017	101.13333	0.45914	0																																																																																																																																																								
102293	102293	173.95		1.33	3.34	16.43	54.73			0.018		5.95	0.49		80.56	7.15		0.038	0.24			0.03106		0.047	90.24506	0.896	0																																																																																																																																																								
59808	OM4-307	174.29	174.4	1.43	3.63	16.06	58.12					5.42				6.97	7.1	0.04	0.24			0.05				0.87	0																																																																																																																																																								
78391	78391	174.4		0.55667	3.24667	21.98	54.71333			0.037		6.366				7.63333		0.00848	0.47667			0.074		0.026	100.46667	0.3666	0																																																																																																																																																								
102294	102294	174.8		2.775	2.695	15.56	51.05			0.018		6.685	0.97		76	6.36	7.7	0.054	0.23			0.08852		0.011	96.68452	0.842	0																																																																																																																																																								
102295	102295	175.3		2.9	3.65	16.42	53.38			0.013		5.43	0.53		78.12	6.9	6.92	0.045	0.23			0.02713		0.02	96.89013	0.868	0																																																																																																																																																								
78393	78393	175.55		0.69	3.085	21.735	52.555			0.043		8.82667				7.215		0.01133	0.635			0.0855		0.019	100.45	0.978	0																																																																																																																																																								
102296	102296	176.05		3.475	3.61	16.05	52.33			0.018		7.03	0.55		74.72	6.4	7.22	0.052	0.24			0.08573		0.009	97.42973	0.882	0																																																																																																																																																								
102297	102297	176.6		10.51	3.51	13.91	44.91			0.018		7.32	0.37		62.8	5.66	11.99	0.11	0.22			0.05441		0.007	98.52541	0.741	0																																																																																																																																																								
102298	102298	176.8		3.65	3.405	15.47	49.8			0.026		9.2	0.19		73.36	6.28	7.44	0.083	0.24			0.06035		0.007	96.81735	0.844	0																																																																																																																																																								
102299	102299	177.1		1.46	3.425	15.64	51.04			0.019		10.5	0.51		74.42	6.58	5.67	0.052	0.23			0.07142		0.007	95.56042	0.867	0																																																																																																																																																								
102300	102300	177.75		18.54	2.94	11.21	35.68			0.016		6.14	0.23		51.66	4.77	18.61	0.205	0.18			0.06909		0.009	99.11909	0.555	0																																																																																																																																																								
102301	102301	178.1		3.015	3.16	16.67	51.12			0.017		8.04	0.29		75.34	7.76	6.71	0.068	0.24			0.04141		0.008	97.62641	0.627	0																																																																																																																																																								
78394	78394	178.8		0.67	3.05	21.26333	53.43			0.047		7.424				7.88		0.03572	0.57667			0.10833		0.023	100.03333	1.1234	0																																																																																																																																																								
102302	102302	179.15		5.72	3.975	14.81	49.38			0.021		7.18	0.35		69.16	6.29	9.76	0.096	0.24			0.04104		0.009	98.29604	0.759	0																																																																																																																																																								
59807	OM4-306	179.3	179.4	29.97	2.29	7.01	25.97					2.61				3.01	28.2	0.22	0.1			0.09				0.38	0																																																																																																																																																								
102303	102303	179.5		27.23	2.87	9.06	29.54			0.019		3.01	0.3		38.36	3.5	25.53	0.235	0.15			0.05408		0.037	101.60708	0.418	0																																																																																																																																																								
102304	102304	180		18.845	3.56	11.09	36.3			0.018	2492	3.91	0.28	2669	50.12	4.49	19.78	0.145	0.17	3680	4230	0.04599	6.63	0.097	98.95899	0.558	0																																																																																																																																																								
102305	102305	180.35		6.685	3.58	15.06	49.83			0.016		7.17	0.47		68.56	6.45	9.4	0.083	0.23			0.02933		0.007	98.92733	0.805	0																																																																																																																																																								
102306	102306	180.55		13.96	3.56	12.85	42.39			0.017		6.54	0.43		56.96	5.3	15.65	0.1	0.2			0.03969		0.008	101.19969	0.67	0																																																																																																																																																								
102307	102307	180.7		19.29	2.83	11.56	37.99			0.023		5.74	0.19		49.3	4.75	18.42	0.091	0.18			0.0416		0.012	101.4196	0.597	0																																																																																																																																																								
102308	102308	181.2		25.055	2.755	10.25	33.23			0.021		4.86	0.28		39.9	4.33	20.1	0.096	0.16			0.02956		0.009	100.16056	0.505	0																																																																																																																																																								
102309	102309	181.7		9.77	3.66	14.05	46.21			0.02		7.16	0.75		64.58	5.71	11.99	0.103	0.22			0.05202		0.008	99.39202	0.747	0																																																																																																																																																								
78396	78396	181.8		1.175	3.41	20.11	55.86			0.04		5.61333				8.635		0.06663	0.26			0.203		0.014	100.75	0.69167	0																																																																																																																																																								
78398	78398	182.3		0.5	3.355	21.88	53.27			0.043		6.09				7.33		0.02083	0.51			0.0135		0.021	99.35	0.77433	0																																																																																																																																																								
102310	102310	182.5		2.84	3.505	15.53	52.45			0.023		8.24	0.35		75.28	6.4	6.45	0.072	0.23			0.03037		0.007	96.64737	0.875	0																																																																																																																																																								
102311	102311	183.5		27.225	3.165	9.06	28.9			0.021		2.88	0.08		37.5	3.57	25.38	0.241	0.15			0.05193		0.068	101.41493	0.402	0																																																																																																																																																								
102312	102312	183.7		23.445	3.445	10.11	33.16			0.016		3.12	0.15		45.56	3.94	24.07	0.147	0.16			0.04488		0.014	103.32888	0.487	0																																																																																																																																																								
59806	OM4-305	184.08	184.18	31.22	2.59	6.14	23.44					2.54				2.59	30.7	0.17	0.08			0.04				0.34	0																																																																																																																																																								
78399	78399	184.35		2.66	2.84	17.45	57.29			0.035		3.65				9.5		0.03197	0.255			0.017		0.384	99.75	0.63967	0																																																																																																																																																								
102313	102313	184.5		38.64	2.015	4.92	17.09			0.019		1.38	0.23		21.5	2.34	33.3	0.143	0.07			0.01393		0.062	100.45993	0.213	0																																																																																																																																																								
101902	101902	185.1																									0																																																																																																																																																								
102314	102314	188		47.53	0.83	2.43	7.66			0.013	2572	0.91	0.01	2680	10.24	1.08	38.1	0.036	0.06	4658	5037	0.00286	4.03	0.168	98.73986	0.121	0																																																																																																																																																								
59805	OM4-304	188.97	189.11	42.27	1.27	3.14	11.63					1.45				1.45	38.5	0.05	0.04			0.02				0.17	0																																																																																																																																																								
102315	102315	190.8		46.53	1.575	2.03	6.79			0.016	2603	1.11	0.01	2688	10.8	0.88	38.13	0.037	0.04	4412	5028	0.00307	3.13	0.236	98.10207	0.112	0																																																																																																																																																								
108525	108525	190.8						0.56	-5.21																		0																																																																																																																																																								
108526	108526	191.7						0.88	-5.31																		0																																																																																																																																																								
102316	102316	192.8		50.885	0.93	0.82	3.13			0.02	2571	0.49	0.01	2689	4.9	0.38	41.23	0.031	0.03	4884	5301	0.00223	4.39	0.094	98.60623	0.043	0																																																																																																																																																								
108527	108527	192.8						1.35	-5.52																		0																																																																																																																																																								
108528	108528	193.5						1.21	-5.76																		0																																																																																																																																																								
59804	OM4-303	193.76	193.85	49.06	2.23	1.15	4.88					0.69				0.55	41.2	0.03	0.01			0.02				0.06	0																																																																																																																																																								
108529	108529	194.65						1.37	-5.54																		0																																																																																																																																																								
108530	108530	195.75						1.41	-5.24																		0																																																																																																																																																								
102317	102317	196.4		26.88	6.655	6.22	22.45			0.029	2542	2.41	0.45	2707	32.76	3.04	28.66	0.053	0.08	4411	4506	0.01278	6.06	0.325	97.01778	0.322	0																																																																																																																																																								
108531	108531	196.6						1.29	-5.41																		0																																																																																																																																																								
108532	108532	197.95						0.86	-4.7																		0																																																																																																																																																								
108533	108533	198.8						0.84	-4.77																		0																																																																																																																																																								
59803	OM4-302	198.93	199.03	43.43	1.43	2.9	12.69					1.29				1.5	36.4	0.02	0.03			0.02				0.18	0																																																																																																																																																								
108534	108534	199.8						0.95	-5.49																		0																																																																																																																																																								
108535	108535	200.7						1.17	-5.24																		0																																																																																																																																																								
102318	102318	200.9		49.41	1.03	1.25	5			0.017	2614	0.48	0.01	2679	7.42	0.63	39.82	0.018	0.03	5056	5519	0.00369	2.41	0.093	98.23369	0.072	0																																																																																																																																																								
108536	108536	201.75						1.55	-5.6																		0																																																																																																																																																								
108537	108537	203						1.42	-5.76																		0																																																																																																																																																								
